SETTLEMENT,mobile_agent_distance,domestic_receive,international_receive,means_receive,DISTRICT,match_key,adm2_name,center_lat,center_lon
30712. LATRIYA,4. 31 to 60 minutes,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30712. LATRIYA,4. 31 to 60 minutes,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30712. LATRIYA,4. 31 to 60 minutes,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30712. LATRIYA,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30712. LATRIYA,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30712. LATRIYA,4. 31 to 60 minutes,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30712. LATRIYA,4. 31 to 60 minutes,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30712. LATRIYA,2. 10 to 20 minutes,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30807. BUSUMBALA,3. 21 to 30 minutes,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30807. BUSUMBALA,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30807. BUSUMBALA,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30807. BUSUMBALA,3. 21 to 30 minutes,0,1,6.   Friends or family,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30807. BUSUMBALA,4. 31 to 60 minutes,0,1,6.   Friends or family,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30807. BUSUMBALA,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30807. BUSUMBALA,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30807. BUSUMBALA,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30807. BUSUMBALA,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30807. BUSUMBALA,1. Less than 10 minutes,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30807. BUSUMBALA,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30807. BUSUMBALA,98. Don?t Know,0,1,6.   Friends or family,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30807. BUSUMBALA,4. 31 to 60 minutes,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30807. BUSUMBALA,98. Don?t Know,0,1,6.   Friends or family,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30807. BUSUMBALA,5. 61 minutes to less than 2 hours,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30807. BUSUMBALA,4. 31 to 60 minutes,1,1,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30817. YUNDUM KOTO/OLD YUNDUM,1. Less than 10 minutes,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30817. YUNDUM KOTO/OLD YUNDUM,2. 10 to 20 minutes,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30817. YUNDUM KOTO/OLD YUNDUM,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30817. YUNDUM KOTO/OLD YUNDUM,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30817. YUNDUM KOTO/OLD YUNDUM,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30817. YUNDUM KOTO/OLD YUNDUM,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30817. YUNDUM KOTO/OLD YUNDUM,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30817. YUNDUM KOTO/OLD YUNDUM,98. Don?t Know,1,1,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30818. YUNDUM KUTA/ NEW YUNDUM,3. 21 to 30 minutes,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30818. YUNDUM KUTA/ NEW YUNDUM,4. 31 to 60 minutes,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30818. YUNDUM KUTA/ NEW YUNDUM,98. Don?t Know,0,1,6.   Friends or family,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30818. YUNDUM KUTA/ NEW YUNDUM,5. 61 minutes to less than 2 hours,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30818. YUNDUM KUTA/ NEW YUNDUM,2. 10 to 20 minutes,0,1,3.   Transfer via MFI/Bank,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30818. YUNDUM KUTA/ NEW YUNDUM,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30818. YUNDUM KUTA/ NEW YUNDUM,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30818. YUNDUM KUTA/ NEW YUNDUM,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30902. SANCHABA,2. 10 to 20 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30902. SANCHABA,3. 21 to 30 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30902. SANCHABA,2. 10 to 20 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30902. SANCHABA,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30902. SANCHABA,1. Less than 10 minutes,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30902. SANCHABA,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30902. SANCHABA,98. Don?t Know,1,1,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30902. SANCHABA,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30902. SANCHABA,2. 10 to 20 minutes,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30902. SANCHABA,1. Less than 10 minutes,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30902. SANCHABA,98. Don?t Know,0,1,3.   Transfer via MFI/Bank,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30902. SANCHABA,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30902. SANCHABA,2. 10 to 20 minutes,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30902. SANCHABA,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30902. SANCHABA,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30902. SANCHABA,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30905. BIJILO,3. 21 to 30 minutes,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30905. BIJILO,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30905. BIJILO,98. Don?t Know,0,1,6.   Friends or family,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30905. BIJILO,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30905. BIJILO,3. 21 to 30 minutes,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30905. BIJILO,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30905. BIJILO,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
30905. BIJILO,98. Don?t Know,0,0,NA,30. Kombo North,kombo north/st marie,Kombo North/St Marie,13.38111656,-16.70267974
31103. Gunjur,1. Less than 10 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31103. Gunjur,1. Less than 10 minutes,1,1,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31103. Gunjur,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31103. Gunjur,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31103. Gunjur,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31103. Gunjur,1. Less than 10 minutes,1,1,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31103. Gunjur,98. Don?t Know,0,1,6.   Friends or family,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31103. Gunjur,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31103. Gunjur,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31103. Gunjur,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31103. Gunjur,3. 21 to 30 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31103. Gunjur,4. 31 to 60 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31103. Gunjur,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31103. Gunjur,1. Less than 10 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31103. Gunjur,1. Less than 10 minutes,1,1,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31103. Gunjur,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31207. Madina Salaam,4. 31 to 60 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31207. Madina Salaam,98. Don?t Know,1,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31207. Madina Salaam,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31207. Madina Salaam,1. Less than 10 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31207. Madina Salaam,1. Less than 10 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31207. Madina Salaam,4. 31 to 60 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31207. Madina Salaam,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31207. Madina Salaam,1. Less than 10 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31210. Siffoe,3. 21 to 30 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31210. Siffoe,4. 31 to 60 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31210. Siffoe,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31210. Siffoe,4. 31 to 60 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31210. Siffoe,4. 31 to 60 minutes,0,1,3.   Transfer via MFI/Bank,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31210. Siffoe,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31210. Siffoe,98. Don?t Know,0,1,3.   Transfer via MFI/Bank,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31210. Siffoe,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31211. Gunjur Kunkujang,98. Don?t Know,1,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31211. Gunjur Kunkujang,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31211. Gunjur Kunkujang,5. 61 minutes to less than 2 hours,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31211. Gunjur Kunkujang,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31211. Gunjur Kunkujang,1. Less than 10 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31211. Gunjur Kunkujang,5. 61 minutes to less than 2 hours,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31211. Gunjur Kunkujang,1. Less than 10 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31211. Gunjur Kunkujang,1. Less than 10 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31325. MAHMUDA,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31325. MAHMUDA,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31325. MAHMUDA,4. 31 to 60 minutes,1,1,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31325. MAHMUDA,4. 31 to 60 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31325. MAHMUDA,3. 21 to 30 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31325. MAHMUDA,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31325. MAHMUDA,3. 21 to 30 minutes,1,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31325. MAHMUDA,4. 31 to 60 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31336. TANJEH,NA,NA,NA,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31336. TANJEH,1. Less than 10 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31336. TANJEH,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31336. TANJEH,1. Less than 10 minutes,1,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31336. TANJEH,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31336. TANJEH,1. Less than 10 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31336. TANJEH,1. Less than 10 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31336. TANJEH,2. 10 to 20 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31336. TANJEH,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31339. TUJERENG,98. Don?t Know,0,1,6.   Friends or family,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31339. TUJERENG,4. 31 to 60 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31339. TUJERENG,5. 61 minutes to less than 2 hours,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31339. TUJERENG,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31339. TUJERENG,3. 21 to 30 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31339. TUJERENG,4. 31 to 60 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31339. TUJERENG,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31339. TUJERENG,3. 21 to 30 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31420. JAMBUR,98. Don?t Know,1,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31420. JAMBUR,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31420. JAMBUR,3. 21 to 30 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31420. JAMBUR,2. 10 to 20 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31420. JAMBUR,4. 31 to 60 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31420. JAMBUR,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31420. JAMBUR,98. Don?t Know,1,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31420. JAMBUR,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31435. SANYANG,1. Less than 10 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31435. SANYANG,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31435. SANYANG,98. Don?t Know,1,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31435. SANYANG,1. Less than 10 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31435. SANYANG,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31435. SANYANG,1. Less than 10 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31435. SANYANG,1. Less than 10 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31435. SANYANG,98. Don?t Know,0,1,6.   Friends or family,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31435. SANYANG,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31435. SANYANG,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31435. SANYANG,4. 31 to 60 minutes,1,1,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31435. SANYANG,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31435. SANYANG,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31435. SANYANG,98. Don?t Know,1,1,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31435. SANYANG,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31435. SANYANG,1. Less than 10 minutes,1,1,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31441. FARATO,3. 21 to 30 minutes,1,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31441. FARATO,2. 10 to 20 minutes,0,1,6.   Friends or family,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31441. FARATO,3. 21 to 30 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31441. FARATO,2. 10 to 20 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31441. FARATO,2. 10 to 20 minutes,1,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31441. FARATO,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31441. FARATO,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31441. FARATO,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31441. FARATO,98. Don?t Know,1,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31441. FARATO,98. Don?t Know,1,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31441. FARATO,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31441. FARATO,2. 10 to 20 minutes,1,1,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31441. FARATO,2. 10 to 20 minutes,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31441. FARATO,4. 31 to 60 minutes,0,1,6.   Friends or family,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31441. FARATO,98. Don?t Know,1,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
31441. FARATO,98. Don?t Know,0,0,NA,31. Kombo South,kombo south,Kombo South,13.20957837,-16.7308469
32101. Bafuloto,5. 61 minutes to less than 2 hours,0,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32101. Bafuloto,4. 31 to 60 minutes,0,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32101. Bafuloto,3. 21 to 30 minutes,0,1,6.   Friends or family,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32101. Bafuloto,4. 31 to 60 minutes,0,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32101. Bafuloto,5. 61 minutes to less than 2 hours,0,1,96.  Other (specify,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32101. Bafuloto,98. Don?t Know,0,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32101. Bafuloto,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32101. Bafuloto,98. Don?t Know,0,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32102. Brikama Darul Khairu,4. 31 to 60 minutes,0,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32102. Brikama Darul Khairu,98. Don?t Know,0,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32102. Brikama Darul Khairu,98. Don?t Know,0,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32102. Brikama Darul Khairu,98. Don?t Know,0,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32102. Brikama Darul Khairu,4. 31 to 60 minutes,0,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32102. Brikama Darul Khairu,2. 10 to 20 minutes,0,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32102. Brikama Darul Khairu,98. Don?t Know,0,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32102. Brikama Darul Khairu,5. 61 minutes to less than 2 hours,0,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32105. Brikama Kembujeh,3. 21 to 30 minutes,0,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32105. Brikama Kembujeh,4. 31 to 60 minutes,1,1,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32105. Brikama Kembujeh,98. Don?t Know,1,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32105. Brikama Kembujeh,98. Don?t Know,1,1,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32105. Brikama Kembujeh,2. 10 to 20 minutes,0,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32105. Brikama Kembujeh,3. 21 to 30 minutes,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32105. Brikama Kembujeh,98. Don?t Know,0,1,"2.  Money transfer agencies (Western union, MoneyGram, etc",32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32105. Brikama Kembujeh,98. Don?t Know,0,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32107. Brikama Missira,98. Don?t Know,1,1,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32107. Brikama Missira,98. Don?t Know,0,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32107. Brikama Missira,98. Don?t Know,0,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
32107. Brikama Missira,3. 21 to 30 minutes,0,0,NA,32. Kombo Central,kombo central,Kombo Central,13.25138311,-16.66843233
